Journal Title	RoMEO Record ID	Updated
Advances in Enzyme Research	1018	2014-12-05
Advances in Enzymology and Related Areas of Molecular Biology	1499	2014-03-18
Advances in Epidemiology	100	2018-01-08
Advances in Food Science and Technology	2634	2015-11-17
Advances in Fuzzy Systems	100	2018-01-08
Advances in Gene, Molecular and Cell Therapy	480	2014-09-16
Advances in Genetic Engineering and Biotechnology	672	2015-04-28
Advances in Genomics and Genetics	407	2014-01-30
Advances in Geometry	414	2014-04-01
Advances in Geosciences	1326	2012-09-04
Advances in Geriatrics	100	2018-01-08
Advances in Gerontology	74	2014-05-16
Advances in Head and Neck Surgery	3007	2018-02-12
Advances in Health Sciences Education	74	2014-08-28
Advances in Heart and Lung Transplantation	30	2015-05-01
Advances in Hematology	100	2018-01-08
Advances in Hepatology	100	2018-01-08
Advances in High Energy Physics	100	2018-01-08
Advances in Historical Studies	1018	2014-12-05
Advances in Horticultural Science	1933	2014-05-22
Advances in Hospitality and Tourism Research	1684	2015-01-05
Advances in Human Biology	89	2017-03-09
Advances in Human-Computer Interaction	100	2018-01-08
Advances in Imaging and Electron Physics	30	2015-05-01
Advances in Infectious Diseases	1018	2014-12-05
Advances in Information Mining	994	2013-08-09
Advances in Integrative Omics and Applied Biotechnology	948	2013-03-07
Advances in Intelligent Systems and Computing	74	2017-02-06
Advances in International Management	31	2018-02-16
Advances in Internet of Things	1018	2014-11-19
Advances in Interventional Cardiology	3007	2018-02-12
Advances in Journalism and Communication	1018	2014-12-05
Advances in Language and Literary Studies	1813	2014-03-13
Advances in Librarianship	31	2018-02-16
Advances in Life Course Research	30	2015-05-01
Advances in Life Science and Medicine	2786	2016-05-19
Advances in Linear Algebra and Matrix Theory	1018	2014-11-19
Advances in Literary Study	1018	2014-12-05
Advances in Lung Cancer	1018	2014-11-19
Advances in Management and Applied Economics	2152	2015-08-07
Advances in Manufacturing Science and Technology	1851	2018-05-02
Advances in Material Chemistry	1326	2014-12-05
Advances in Materials Physics and Chemistry	1018	2015-01-27
Advances in Materials Science	1851	2018-05-02
Advances in Materials Science and Engineering	100	2018-01-08
Advances in Mathematical Physics	100	2018-01-08
Advances in Mathematics	30	2015-05-01
Advances in Mathematics of Communications	477	2016-05-06
Advances in Mechanical Engineering	1402	2016-10-20
Advances in Medical Education and Practice	407	2014-01-30
Advances in Medical Informatics	994	2013-08-09
Advances in Medical Sciences	2823	2017-08-08
Advances in Medicine	100	2018-01-08
Advances in Mental Health	1139	2018-02-07
Advances in Mental Health and Intellectual Disabilities	31	2018-02-16
Advances in Mental Health and Learning Disabilities	31	2018-02-16
Advances in Meteorology	100	2018-01-08
Advances in Microbiology	1326	2013-03-06
Advances in Molecular Imaging	1018	2014-11-19
Advances in Multimedia	100	2018-01-08
Advances in Nanoparticles	1018	2014-11-19
Advances in Natural Sciences: Nanoscience and Nanotechnology	1275	2013-03-21
Advances in Neonatal Care	48	2016-09-26
Advances in Nephrology	100	2018-01-08
Advances in Neuroimmune Biology	44	2016-04-18
Advances in Neuroscience	100	2018-01-08
Advances in Nonlinear Analysis	414	2014-04-01
Advances in Nonlinear Optics	100	2018-01-08
Advances in Numerical Analysis	100	2018-01-08
Advances in Nursing	100	2018-01-08
Advances in Nursing Science	48	2016-09-26
Advances in Nutrition	3238	2018-04-19
Advances in Oceanography and Limnology	1141	2014-03-26
Advances in Operations Research	100	2018-01-08
Advances in Ophthalmology and Vision Science	580	2017-11-24
Advances in Optical Technologies	100	2018-01-08
Advances in Optics	100	2018-01-08
Advances in Optics and Photonics	2306	2015-06-11
Advances in OptoElectronics	100	2018-01-08
Advances in Orthopedic Surgery	100	2018-01-08
Advances in Orthopedics	100	2018-01-08
Advances in Otolaryngology	100	2018-01-08
Advances in Parkinson's Disease	1018	2015-01-09
Advances in Pediatrics	2823	2017-08-08
Advances in Pharmaceutics	100	2018-01-08
Advances in Pharmacoepidemiology and Drug Safety	672	2015-04-28
Advances in Pharmacological Sciences	100	2018-01-08
Advances in Philosophy	1326	2012-09-04
Advances in Photochemistry	1499	2014-03-18
Advances in Physical Chemistry	100	2018-01-08
Advances in Physical Education	1018	2015-01-09
Advances in Physical Sciences	1326	2014-12-05
Advances in Physics	1141	2014-03-26
Advances in Physics: X	1200	2017-08-29
Advances in Physiology Education	11	2016-02-09
Advances in Physiotherapy	1141	2014-03-26
Advances in Polymer Technology	2050	2017-11-24
Advances in Porous Flow	1326	2012-09-04
Advances in Power Electronics	100	2018-01-08
Advances in Preventive Medicine	100	2018-01-08
Advances in Psychiatric Treatment	139	2017-05-15
Advances in Psychiatry	100	2018-01-08
Advances in Psychology	1326	2012-09-04
Advances in Psychology Research	1800	2015-05-22
Advances in Public Health	100	2018-01-08
Advances in Pure and Applied Mathematics	414	2014-04-01
Advances in Pure Mathematics	1018	2014-11-19
Advances in Radiation Oncology	2191	2018-01-19
Advances in Radio Science	215	2014-06-27
Advances in Radiology	100	2018-01-08
Advances in Rehabilitation	1851	2018-05-02
Advances in Remote Sensing	1018	2014-11-19
Advances in Reproductive Sciences	1018	2014-12-05
Advances in Research	1014	2015-03-17
Advances in Robotics and Automation	672	2015-04-28
Advances in School Mental Health Promotion	1139	2014-03-26
Advances in Science and Research	215	2014-06-27
Advances in Science and Technology	303	2016-11-08
Advances in Sexual Medicine	1018	2015-01-09
Advances in Skin and Wound Care	48	2016-09-26
Advances in Small Animal Medicine and Surgery	985	2014-01-07
Advances in Social Research	2818	2016-06-28
Advances in Social Sciences	1326	2012-09-04
Advances in Software Engineering	100	2018-01-08
Advances in Space Research	30	2018-04-06
Advances in Statistics	100	2018-01-08
Advances in Structural Engineering	65	2016-07-25
Advances in Surgery	2823	2017-08-08
Advances in Sustainable Petroleum Engineering Science	1800	2014-03-06
Advances in Synchrotron Radiation	155	2014-10-29
Advances in the Astronautical Sciences	767	2010-08-18
Advances in the History of Rhetoric	1140	2014-03-26
Advances in Theoretical and Mathematical Physics	101	2010-09-03
Advances in Therapy	74	2014-08-28
Advances in Toxicology	100	2018-01-08
Advances in Tribology	100	2018-01-08
Advances in Tumor Virology	163	2014-07-22
Advances in Urology	100	2018-01-08
Advances in Vascular Medicine	100	2018-01-08
Advances in Vascular Surgery	30	2015-05-01
Advances in Virology	100	2018-01-08
Advances in Water Resources	30	2015-05-01
Advances in Water Science and Technology	2786	2016-05-19
Advances in Zoology	100	2018-01-08
Advbances in the Theoretical and Applied Mechanics	1837	2014-05-15
Adventistica	1084	2018-03-19
Adverse Drug Reaction Bulletin	2261	2016-09-26
Adverse Reactions Titles (Section 38 EMBASE)	30	2015-05-01
Aedon	1205	2016-04-15
Aegean Review of the Law of the Sea and Maritime Law	74	2014-05-16
Aeolian Research	30	2015-05-01
Aequationes Mathematicae	74	2014-08-28
AERA Open	1403	2018-02-22
Aerobiologia	74	2014-08-28
Aèrokosmičeskij Naučnyj �urnal	3032	2017-06-16
Aeronautical Journal	2127	2016-04-18
Aerosol Science and Technology	1141	2014-03-26
Aerospace	487	2016-12-14
Aerospace Science and Technology	30	2015-05-01
Aesthetic Plastic Surgery	74	2014-08-28
Aesthetic Surgery Journal	1476	2017-05-30
Aesthetische Zahnmedizin	30	2015-05-01
Aestimum e Pubblicazioni Ce.S.E.T.	1932	2014-05-22
AEÜ - International Journal of Electronics and Communications	30	2015-05-01
Affilia	65	2013-03-11
Affiliate	632	2011-08-12
AFinLAn vuosikirja	1835	2014-03-31
Africa	2128	2014-10-07
Africa and Europe. Colonial and Postcolonial Encounters	1084	2018-03-13
Africa Bibliography	2130	2014-10-09
Africa Confidential	1499	2014-03-18
Africa Education Review	1600	2014-03-26
Africa in Development	1084	2018-03-27
Africa Journal of Comparative Constitutional Law	1900	2018-01-05
Africa Nazarene University Law Journal	1900	2018-01-05
Africa Research Bulletin: Economic, Financial and Technical Series	2081	2014-08-28
Africa Research Bulletin: Political, Social and Cultural Series	2081	2014-08-28
Africa Review	1140	2014-03-26
Africa's Public Service Delivery and Performance Review	971	2017-03-24
Africa Spectrum	643	2010-09-08
Africa Today	305	2016-11-15
Africa Yearbook: Politics, Economy and Society south of the Sahara	154	2016-01-22
African Affairs	1480	2017-01-13
African-American Literature and Culture	1084	2018-03-13
African American Review	96	2017-07-05
African and Asian Studies	154	2016-01-22
African and Black Diaspora	1140	2014-03-26
African Archaeological Review	74	2014-05-16
African Arts	1124	2018-02-12
African Book Publishing Record	414	2014-04-01
African Central Government Debt	725	2014-08-19
African Conflict and Peacebuilding Review	305	2016-11-15
African Development Review	2052	2017-11-24
African Diaspora	154	2016-01-22
African Economic Outlook	725	2011-02-02
African Evaluation Journal	971	2018-02-09
African Geographical Review	1140	2014-03-26
African Historical Review	1600	2014-03-26
African Identities	1140	2014-03-26
African Invertebrates	923	2017-09-01
African Journal for Infertility and Assisted Conception	89	2017-03-09
African Journal of Accounting, Auditing and Finance	148	2018-05-01
African Journal of Agricultural Economics and Rural Development	2634	2015-11-17
African Journal of Agricultural Marketing	2634	2015-11-17
African Journal of Agricultural Research	213	2014-10-16
African Journal of Agriculture	2634	2015-11-17
African Journal of Agriculture and Food Security	2634	2015-11-17
African Journal of Agronomy	2634	2015-11-17
African Journal of AIDS and HIV Research	2634	2015-11-17
African Journal of AIDS Research	568	2014-09-15
African Journal of Animal Production and Husbandry	2634	2015-11-17
African Journal of Aquatic Science	1141	2014-09-15
African journal of biotechnology	213	2017-03-06
African Journal of Breast Cancer	2634	2015-11-17
African Journal of Business Ethics	89	2014-08-26
African Journal of Business Management	213	2014-10-16
African Journal of Criminology and Justice Studies	727	2013-01-29
African Journal of Crop Science	2634	2015-11-17
African Journal of Dairy Farming and Milk Production	2634	2015-11-17
African Journal of Dentistry	2634	2015-11-17
African Journal of Disability	971	2017-03-24
African Journal of Ecology	2050	2017-11-24
African Journal of Economic and Management Studies	31	2018-02-16
African Journal of Economic and Sustainable Development	148	2018-05-01
African Journal of Emergency Medicine	2191	2017-07-31
African Journal of Environmental and Waste Management	2634	2015-11-17
African Journal of Environmental Economics and Management	2634	2015-11-17
African Journal of Fisheries Science	2634	2015-11-17
African Journal of Food Science	213	2014-10-16
African Journal of Food Science Research	2634	2015-11-17
African Journal of Gender and Women Studies	2634	2015-11-17
African Journal of Health Professions Education	590	2016-06-22
African Journal of Herpetology	1605	2016-11-08
African Journal of Infectious Diseases Research	2634	2015-11-17
African Journal of Internal Medicine	2634	2015-11-17
African Journal of International and Comparative Law	266	2017-05-04
African Journal of Laboratory Medicine	971	2017-03-24
African Journal of Legal Studies	154	2016-01-22
African Journal of Malaria and Tropical Diseases	2634	2015-11-17
African Journal of Marine Science	568	2014-09-15
African Journal of Mathematics and Computer Science Research	213	2014-10-16
African Journal of Medical and Health Sciences	89	2017-03-09
African Journal of Medical Case Reports	2634	2015-11-17
African Journal of Medicine and Surgery	2634	2015-11-17
African Journal of Microbiology Research	213	2014-10-16
African Journal of Midwifery and Women's Health	621	2018-02-20
African Journal of Nursing and Midwifery	2634	2015-11-17
African Journal of Paediatric Surgery	89	2014-08-26
African Journal of Parasitology Research	2634	2015-11-17
African Journal of Pig Farming	2634	2015-11-17
African Journal of Plant Breeding	2634	2015-11-17
African Journal of Plant Science	213	2014-10-16
African Journal of Plant Science and Biotechnology	480	2014-09-16
African Journal of Poultry Farming	2634	2015-11-17
African Journal of Pregnancy and Childbirth	2634	2015-11-18
African Journal of Primary Health Care and Family Medicine	971	2018-02-09
African Journal of Pure and Applied Chemistry	213	2014-10-16
African Journal of Range and Forage Science	568	2014-09-15
African Journal of Research in Mathematics, Science and Technology Education	1139	2014-03-26
African Journal of Science and Technology	386	2010-07-26
African Journal of Science, Technology, Innovation and Development	2091	2014-09-15
African Journal of Soil Science	2634	2015-11-18
African Journal of Surgery	2634	2015-11-18
African Journal of Trauma	89	2017-03-09
African Journal of Tropical Agriculture	2634	2015-11-18
African Journal of Ulcers	2634	2015-11-18
African Journal of Urology	30	2015-05-01
African Journal of Water Conservation and Sustainability	2634	2015-11-18
African Journal of Wood Science and Forestry	2634	2015-11-18
African Journalism Studies	1600	2016-02-19
African Law Study Library	1423	2015-06-12
African Security	1140	2014-03-26
African Security Review	1600	2014-03-26
African Studies	1140	2014-03-26
African Studies Quarterly	1664	2013-09-25
African Studies Review	2130	2014-10-09
African Theological Studies	1084	2018-03-13
African Vision and Eye Health	971	2018-02-09
African Yearbook of International Law Online	154	2016-01-22
African Yearbook on International Humanitarian Law	1900	2018-01-05
African Zoology	1139	2014-09-15
Africana Studia	904	2011-03-18
Afrika Matematica	74	2014-08-28
Afrika und Europa. Koloniale und Postkoloniale Begegnungen	1084	2018-03-13
Afrika Zamani	322	2011-08-12
Afrique et développement	322	2011-08-12
Afro-Asian Journal of Finance and Accounting	148	2018-05-01
After Spirituality	1084	2018-03-13
Afterall: A Journal of Art, Context and Enquiry	2340	2015-07-24
AGE	74	2014-08-28
Age and Ageing	1476	2017-05-30
Age of Revolution and Romanticism	1084	2018-03-19
Ageing and Society	2128	2014-10-07
Ageing International	74	2014-05-16
Ageing Research	644	2016-11-24
Ageing Research Reviews	265	2015-06-24
Agenda	1600	2014-03-26
Aggiornamenti CIO	74	2014-05-16
Aggiornamento Medico	952	2011-02-15
Aggression and Violent Behavior	265	2015-06-24
Aggressive Behavior	2050	2017-11-24
Aging	1676	2015-04-13
Aging and Mental Health	1139	2014-03-26
Aging Cell	1032	2016-10-27
Aging Clinical and Experimental Research	74	2014-08-27
Aging Health	420	2017-08-04
Aging Male	1141	2014-03-26
Aging, Neuropsychology and Cognition	1139	2014-03-26
Aging Research	1326	2014-12-05
AGIT	3090	2017-09-06
Ágora. Estudos Clássicos em Debate	1050	2011-10-06
Agrarian South: Journal of Political Economy	65	2013-06-05
Agrekon	1600	2014-03-26
Agri Centuriati, An International Journal of Landscape Archaeology	774	2016-02-10
Agribusiness	2052	2017-11-24
Agricultura Tropica et Subtropica	1851	2018-05-02
Agricultural and Food Economics	948	2015-12-22
Agricultural and Forest Entomology	2050	2017-11-24
Agricultural and Forest Meteorology	265	2015-06-24
Agricultural and Resource Economics Review	1599	2016-08-31
Agricultural Chemistry	141	2011-01-31
Agricultural Economics	2081	2014-08-28
Agricultural Finance Review	31	2018-02-16
Agricultural History	730	2013-09-17
Agricultural History Review	2534	2015-08-20
Agricultural Policies in Emerging and Transition Economies	725	2011-02-02
Agricultural Policies in Emerging Economies	725	2011-02-02
Agricultural Policies in Non-OECD Countries	725	2011-02-02
Agricultural Policies in OECD Countries	725	2011-02-02
Agricultural Policy Monitoring and Evaluation	725	2014-08-19
Agricultural Research	74	2014-08-28
Agricultural Science	2085	2014-08-27
Agricultural Sciences	1018	2014-11-19
Agricultural Sciences in China	265	2015-06-24
Agricultural Systems	265	2015-06-24
Agricultural Water Management	265	2015-06-24
Agriculture	1851	2018-05-02
Agriculture and Agricultural Science Procedia	2191	2014-12-15
Agriculture and Food Security	22	2015-11-23
Agriculture and Forestry	1551	2013-05-23
Agriculture and Human Values	74	2014-08-28
Agriculture, Ecosystems and Environment	265	2015-06-24
Agritexts	2042	2014-08-15
Agro Economist- An International Journal	2818	2016-06-28
AgroANALYSIS	2563	2015-10-08
Agroecología	969	2016-12-15
Agroecology and Sustainable Food Systems	1141	2014-03-26
Agroforestry Systems	74	2014-08-28
Agroforum: revista da Escola Superior Agrária de Castelo Branco	858	2011-07-04
Agroindustrial Science	2605	2015-09-02
Agrokémia és Talajtan	365	2016-06-07
Agrokhimiya	141	2011-01-31
Agronomía Colombiana	686	2016-07-19
Agronomía Costarricense	1364	2013-09-24
Agronomía Mesoamericana	1364	2012-10-23
Agronomie	137	2013-02-27
Agronomy	487	2016-12-14
Agronomy for Sustainable Development	74	2014-08-28
Agronomy Journal	375	2017-10-04
AGROS	868	2010-11-22
Agrosains	2042	2014-08-15
Agrotechnology	672	2015-04-28
Agua y Territorio	2825	2016-07-04
